heterogeneity,words,max_category,min_category,trials_practica.thisRepN,trials_practica.thisTrialN,trials_practica.thisN,trials_practica.thisIndex,palabra_practica.thisRepN,palabra_practica.thisTrialN,palabra_practica.thisN,palabra_practica.thisIndex,cuenta_math_loop.thisRepN,cuenta_math_loop.thisTrialN,cuenta_math_loop.thisN,cuenta_math_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,palabras.thisRepN,palabras.thisTrialN,palabras.thisN,palabras.thisIndex,math_cuenta2.thisRepN,math_cuenta2.thisTrialN,math_cuenta2.thisN,math_cuenta2.thisIndex,thisRow.t,notes,Bienvenida.started,welcome.started,key_resp.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instrucciones.started,instructions.started,key_resp_2.started,instrucciones.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,fixation_cross.started,fixation.stopped,word_practica.started,examiner_quit.started,word_practica_text.started,word_practica_text.stopped,word_practica.stopped,examiner_quit.keys,free_recall.started,completion_textbox.started,text.started,key_resp_4.started,free_recall.stopped,completion_textbox.text,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,math.started,cuenta.started,cuenta_response.started,key_resp_7.started,text_4.started,math.stopped,cuenta_response.text,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,examiner_quit.rt,examiner_quit.duration,fin_practica.started,practice_end.started,key_resp_3.started,fin_practica.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,word.started,word_text.started,word_text.stopped,word.stopped,fixation_cross.stopped,fin.started,text_3.started,key_resp_6.started,fin.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.5,"ventilador,deshumidificador,camello,plancha,picadora,aguila,secadora,jirafa,koala,rinoceronte,freidora,colibri,gato,leon,aspiradora,lavadora",electro,animals,,,,,,,,,,,,,0,3,3,2,,,,,,,,,398.6881140000005,,,,,,,,,,,,,,,,341.0448737000006,341.05482360000315,342.04405490000136,,,,,,,361.2420187000025,361.2713373000006,361.2713373000006,361.2713373000006,398.6437541000014,lavadora.colibri.jirafa.ventilador.deshumidificador,right,37.36634259999846,None,398.65320840000277,398.6881140000005,398.6881140000005,398.6881140000005,398.6881140000005,406.5913603000008,-11 ,space,7.886790499997005,None,,,,,,,,,,360.042374800003,360.2544630000011,361.2713373000006,361.241923900001,342.05359280000266,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.4375,"volar,kiwi,melon,mango,limon,pera,ciruela,correr,banana,bailar,pintar,caminar,beber,pensar,jugar,leer",verbs,fruits,,,,,,,,,,,,,0,4,4,8,,,,,,,,,443.7365364000034,,,,,,,,,,,,,,,,406.59231640000144,406.60426200000074,407.5913290000026,,,,,,,426.79306270000234,426.82164550000016,426.82164550000016,426.82164550000016,443.7076812000014,kiwi.limon.mango.pera.volar,right,16.884233900000254,None,443.7136367000021,443.7365364000034,443.7365364000034,443.7365364000034,443.7365364000034,452.22428090000176,3,space,8.47857280000244,None,,,,,,,,,,425.5919066000024,425.80434490000334,425.6051406000006,426.7929956000007,407.60405920000267,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.0625,"plancha,horno,tostadora,picadora,humidificador,microondas,estufa,freidora,extractor,deshumidificador,cortafiambres,licuadora,secador de pelo,dorado,secadora,congelador",electro,colors,,,,,,,,,,,,,0,5,5,14,,,,,,,,,488.21978730000046,,,,,,,,,,,,,,,,452.22531300000264,452.23819650000223,453.2397770000025,,,,,,,472.42544680000356,472.4525894000035,472.4525894000035,472.4525894000035,488.1916869000015,secadora.humidificador.deshumidificador.micrrondas,right,15.73707800000193,None,488.1979702000026,488.21978730000046,488.21978730000046,488.21978730000046,488.21978730000046,493.2084466000015,0 ,space,4.957979999999225,None,,,,,,,,,,471.22611400000096,471.43696400000044,472.4525894000035,472.4253277000025,,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.1875,"colibri,ballena,koala,buho,delfin,brasil,cocodrilo,francia,camello,rinoceronte,mono,tiburon,murcielago,panda,hipopotamo,canada",animals,countries,,,,,,,,,,,,,0,6,6,10,,,,,,,,,541.8192341000031,,,,,,,,,,,,,,,,493.2093162000019,493.2206788000003,494.2078168000007,,,,,,,513.4093587000025,513.4371092000001,513.4371092000001,513.4371092000001,541.7907381000005,hipopotamo.kiwi.cocodrilo.brasil.mono.canada ,right,28.339111799999955,None,541.7956964000005,541.8192341000031,541.8192341000031,541.8192341000031,541.8192341000031,547.6064505000031,-1,space,5.780571999999665,None,,,,,,,,,,512.2088146000024,512.4205087000009,512.2216664000007,513.4092692000013,494.22018860000026,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.25,"radiador,humidificador,cebra,camello,extractor,microondas,lavavajillas,leon,aire acondicionado,licuadora,cortafiambres,jirafa,estufa,televisor,batidora,tostadora",electro,animals,,,,,,,,,,,,,0,7,7,13,,,,,,,,,584.2192312000006,,,,,,,,,,,,,,,,547.6072079000005,547.6198551000016,548.6065773000009,,,,,,,567.8244303000029,567.852832800003,567.852832800003,567.852832800003,584.1915470000022,humidificador.cebra.camello.jirafa,right,16.32727159999922,None,584.1978251,584.2192312000006,584.2192312000006,584.2192312000006,584.2192312000006,593.8237345000016,84,space,9.592213899999479,None,,,,,,,,,,566.611012100002,566.8404190000001,565.4039986000025,567.8243598000008,548.620024900003,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.1875,"venezuela,francia,bolivia,ciruela,uk,mango,colombia,brasil,sudafrica,kiwi,australia,japon,noruega,usa,argentina,canada",countries,fruits,,,,,,,,,,,,,0,8,8,1,,,,,,,,,632.3044158000012,,,,,,,,,,,,,,,,593.8243923000009,593.8370894000036,594.8274174000035,,,,,,,614.0245992000018,614.0529020000031,614.0529020000031,614.0529020000031,632.2600119000017,argentina.canada.venezuela.francia.uk.australia.japon,right,18.190739400000894,None,632.2709057000029,632.3044158000012,632.3044158000012,632.3044158000012,632.3044158000012,645.5895675000029,80,space,13.281983900000341,None,,,,,,,,,,612.8247604000026,613.0369704000004,614.0529020000031,614.0244905000036,,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.375,"mirar,dibujar,ensenar,construir,zorro,saltar,tortuga,leon,romper,delfin,escuchar,nadar,mono,cocinar,escribir,colibri",verbs,animals,,,,,,,,,,,,,0,9,9,3,,,,,,,,,679.754856800002,,,,,,,,,,,,,,,,645.5902724000007,645.6029181000013,646.5897573000002,,,,,,,665.7906420000036,665.8201199000032,665.8201199000032,665.8201199000032,679.7263867000001,nadar.cocinar.escribir.mirar.escuchar,right,13.903383999997459,None,679.7331343000005,679.754856800002,679.754856800002,679.754856800002,679.754856800002,700.6565371000033,35,space,20.890514800001256,None,,,,,,,,,,664.5926736000001,664.8030551000011,665.8201199000032,665.7905489000004,646.602738900001,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.5,"lavanda,violonchelo,ukelele,armonica,azul,oboe,rosa,bateria,arpa,marron,turquesa,lila,mandolina,violeta,amarillo,clarinete",instruments,colors,,,,,,,,,,,,,0,10,10,11,,,,,,,,,739.9852593000032,,,,,,,,,,,,,,,,700.6574385000022,700.6701734000017,701.6575595000031,,,,,,,720.8754264000017,720.9053602000022,720.9053602000022,720.9053602000022,739.9576682000006,lavanda.clarinente.lila.mandolina.violonchelo,right,19.049758400000428,None,739.9648545000018,739.9852593000032,739.9852593000032,739.9852593000032,739.9852593000032,749.8896037000013,14 ,space,9.871340099998633,None,,,,,,,,,,719.657955300001,719.8703650000025,719.6703244000018,720.8753359000002,701.6692463000036,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.0,"clarinete,bateria,acordeon,tuba,tambor,saxofon,bajo,fagot,trompeta,contrabajo,marimba,violin,banjo,guitarra,piano,arpa",instruments,colors,,,,,,,,,,,,,0,11,11,0,,,,,,,,,791.7019304000023,,,,,,,,,,,,,,,,749.8903906000014,749.9029686000031,750.8901032000031,,,,,,,770.0919067000032,770.1197659000027,770.1197659000027,770.1197659000027,791.6744414000023,fagot.clarinete.mandolina.acoreon,right,21.54991439999867,None,791.6801063000021,791.7019304000023,791.7019304000023,791.7019304000023,791.7019304000023,799.0893948000012,13 ,space,7.359550500001205,None,,,,,,,,,,768.890747700003,769.1024416,767.7021863000009,770.0918192000026,750.9037889000028,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.125,"fagot,arpa,oboe,violonchelo,banjo,tiburon,flauta,cocodrilo,saxofon,ukelele,violin,mandolina,guitarra,acordeon,trompeta,trombon",instruments,animals,,,,,,,,,,,,,0,12,12,6,,,,,,,,,839.6022158000014,,,,,,,,,,,,,,,,799.0902214000016,799.1033948000004,800.0901276000004,,,,,,,819.2898333000012,819.3194182000007,819.3194182000007,819.3194182000007,839.5734161,fagot.trompeta.violonchelo.banjo,right,20.236719099997572,None,839.5790424000006,839.6022158000014,839.6022158000014,839.6022158000014,839.6022158000014,845.1939276000012,7,space,5.568697899998369,None,,,,,,,,,,818.1072913000025,818.3025368000017,819.3194182000007,819.2897239000013,800.1028409000028,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.0,"cocodrilo,ardilla,halcon,murcielago,koala,mono,gato,camello,oso,aguila,colibri,pingüino,ballena,perro,tortuga,cebra",animals,fruits,,,,,,,,,,,,,0,13,13,9,,,,,,,,,888.1009084000034,,,,,,,,,,,,,,,,845.1954030000015,845.2195698000032,846.2062871000016,,,,,,,865.392495600001,865.4197228000012,865.4197228000012,865.4197228000012,888.0737226000019,perro.cebra.tortuga.cocodrilo.gato,right,22.650777499999094,None,888.0785375000014,888.1009084000034,888.1009084000034,888.1009084000034,888.1009084000034,897.3564407000013,43,space,9.25334870000006,None,,,,,,,,,,864.1906130000025,864.4018885000005,865.4197228000012,865.3923891000013,,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.3125,"clarinete,koala,panda,mono,buho,jirafa,ukelele,ballena,trombon,conejo,camello,oboe,canguro,timbal,zorro,leon",animals,instruments,,,,,,,,,,,,,0,14,14,16,,,,,,,,,939.0846407000026,,,,,,,,,,,,,,,,897.3570886000016,897.3690141000006,898.3556502000029,,,,,,,917.576849000001,917.603087800002,917.603087800002,917.603087800002,939.0567225000013,ukelele.leon.timbal.clarinete.,right,21.45101639999848,None,939.0622339000001,939.0846407000026,939.0846407000026,939.0846407000026,939.0846407000026,942.7062495000027,11 ,space,3.6051685999991605,None,,,,,,,,,,916.3727451000013,916.5691624000028,907.9692622000002,917.5767544000009,898.3688254000008,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.4375,"deshumidificador,dorado,cian,gris,cortafiambres,tostadora,refrigerador,picadora,violeta,congelador,estufa,azul,beige,lila,granate,morado",colors,electro,,,,,,,,,,,,,0,15,15,17,,,,,,,,,986.1178643000021,,,,,,,,,,,,,,,,942.7071665000003,942.7185331000001,943.7056747000024,,,,,,,962.9061275000022,962.9356427000021,962.9356427000021,962.9356427000021,986.0907675000017,morado.granate.cian.deshumidificador.,right,23.140512599999056,None,986.0973832000018,986.1178643000021,986.1178643000021,986.1178643000021,986.1178643000021,998.8594793000011,-6,space,12.739367700000003,None,,,,,,,,,,961.7061859000023,961.9192077000007,962.9356427000021,962.9060405000018,943.718662700001,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.0625,"refrigerador,deshumidificador,estufa,plancha,radiador,calentador,licuadora,microondas,tostadora,cortafiambres,aspiradora,cafetera,picadora,batidora,canguro,ventilador",electro,animals,,,,,,,,,,,,,0,16,16,5,,,,,,,,,1053.5681146000024,,,,,,,,,,,,,,,,998.8606342000021,998.8853640000016,999.8714421000004,,,,,,,1019.0551716000009,1019.0846858000004,1019.0846858000004,1019.0846858000004,1053.5383736000003,ventilador.canguro.cortafiambres.licuadora.mircroondas.tostadora.deshumidificador ,right,34.43677319999915,None,1053.5434637000035,1053.5681146000024,1053.5681146000024,1053.5681146000024,1053.5681146000024,1056.8785110000026,33,space,3.306323599997995,None,,,,,,,,,,1017.8616565000011,1018.0688164000021,1019.0846858000004,1019.0550958000022,,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
0.25,"oboe,sandia,durazno,ciruela,fagot,frambuesa,limon,melocoton,higo,banana,contrabajo,manzana,granada,violin,pina,kiwi",fruits,instruments,,,,,,,,,,,,,0,17,17,4,,,,,,,,,1096.817396800001,,,,,,,,,,,,,,,,1056.8798534000016,1056.9020090000013,1057.888276900001,,,,,,,1077.0768611000021,1077.1016117000036,1077.1016117000036,1077.1016117000036,1096.7748259,kiwi.,right,19.66073790000155,None,1096.7833812000026,1096.817396800001,1096.817396800001,1096.817396800001,1096.817396800001,1105.5727968000028,-2,space,8.750718300001608,None,,,,,,,,,,1075.873375500003,1076.0855650000012,1077.1016117000036,1077.0767530000012,,,,,,,,,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.5733357000026,1105.585758600002,1105.585758600002,1107.2391358000023,space,1.6497409000003245,None,2,a,2024-09-07_15h17.29.714,FreeRecall,2024.1.5,None,2024-09-07 15h17.42.723057 -0300,
