heterogeneity,words,max_category,min_category,trials_practica.thisRepN,trials_practica.thisTrialN,trials_practica.thisN,trials_practica.thisIndex,palabra_practica.thisRepN,palabra_practica.thisTrialN,palabra_practica.thisN,palabra_practica.thisIndex,cuenta_math_loop.thisRepN,cuenta_math_loop.thisTrialN,cuenta_math_loop.thisN,cuenta_math_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,palabras.thisRepN,palabras.thisTrialN,palabras.thisN,palabras.thisIndex,math_cuenta2.thisRepN,math_cuenta2.thisTrialN,math_cuenta2.thisN,math_cuenta2.thisIndex,thisRow.t,notes,Bienvenida.started,welcome.started,key_resp.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instrucciones.started,instructions.started,key_resp_2.started,instrucciones.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,fixation_cross.started,fixation.stopped,word_practica.started,examiner_quit.started,word_practica_text.started,word_practica.stopped,examiner_quit.keys,examiner_quit.rt,examiner_quit.duration,word_practica_text.stopped,examiner_quit.stopped,free_recall.started,completion_textbox.started,text.started,key_resp_4.started,free_recall.stopped,completion_textbox.text,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,math.started,cuenta.started,cuenta_response.started,key_resp_7.started,text_4.started,math.stopped,cuenta_response.text,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,fin_practica.started,practice_end.started,key_resp_3.started,fin_practica.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,word.started,word_text.started,word_text.stopped,word.stopped,fixation_cross.stopped,fin.started,text_3.started,key_resp_6.started,fin.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.25,"oboe,sandia,durazno,ciruela,fagot,frambuesa,limon,melocoton,higo,banana,contrabajo,manzana,granada,violin,pina,kiwi",fruits,instruments,,,,,,,,,,,,,0,3,3,4,,,,,,,,,278.9546848000027,,,,,,,,,,,,,,,,195.57609220000086,195.588486800003,196.57400469999993,,,,,,,,,,215.7742333999995,215.78783540000222,215.78783540000222,215.78783540000222,278.92633820000265,fagot.contrabajo.violin.melocoton.limon,right,63.13462739999886,None,278.930479300001,278.9546848000027,278.9546848000027,278.9546848000027,278.9546848000027,282.0107730000018,3 ,space,3.0399274000010337,None,,,,,,,,214.5760353000005,214.78789980000147,215.78783540000222,215.7741808000028,196.58768020000207,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.4375,"volar,kiwi,melon,mango,limon,pera,ciruela,correr,banana,bailar,pintar,caminar,beber,pensar,jugar,leer",verbs,fruits,,,,,,,,,,,,,0,4,4,8,,,,,,,,,337.7868509,,,,,,,,,,,,,,,,282.0113633000001,282.022947700003,283.0229822000001,,,,,,,,,,302.2229903000007,302.23711209999965,302.23711209999965,302.23711209999965,337.75641780000296,jugar.pensar.leer.beber.correr.volar.melon.pera.limon,right,35.50523329999851,None,337.7605239000004,337.7868509,337.7868509,337.7868509,337.7868509,341.84060280000267,-4,space,4.051327900000615,None,,,,,,,,301.00695290000294,301.22214910000184,301.0209367999996,302.2229402000012,,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.5,"ventilador,deshumidificador,camello,plancha,picadora,aguila,secadora,jirafa,koala,rinoceronte,freidora,colibri,gato,leon,aspiradora,lavadora",electro,animals,,,,,,,,,,,,,0,5,5,2,,,,,,,,,399.43760889999976,,,,,,,,,,,,,,,,341.8411194,341.8538686000029,342.8412989000026,,,,,,,,,,362.04061990000264,362.0534583000008,362.0534583000008,362.0534583000008,399.4088642000024,aspiradora.colibri.refrigerador.deshumidificador.koala.camello.gato.leon,right,37.33892659999765,None,399.4133681000021,399.43760889999976,399.43760889999976,399.43760889999976,399.43760889999976,403.02345790000254,49 ,space,3.5705140000027313,None,,,,,,,,360.83984620000047,361.0535807000015,362.0534583000008,362.04049010000017,,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.3125,"clarinete,koala,panda,mono,buho,jirafa,ukelele,ballena,trombon,conejo,camello,oboe,canguro,timbal,zorro,leon",animals,instruments,,,,,,,,,,,,,0,6,6,16,,,,,,,,,442.90406710000025,,,,,,,,,,,,,,,,403.0239805000019,403.03700820000086,404.0229661000012,,,,,,,,,,423.22422200000074,423.2377976000025,423.2377976000025,423.2377976000025,442.8744915000025,zorro.timbal.camello.leon.oso,right,19.620073300000513,None,442.87967050000225,442.90406710000025,442.90406710000025,442.90406710000025,442.90406710000025,447.5083784000017,-2,space,4.593306700000539,None,,,,,,,,422.0236525,422.23708110000007,422.0363795000012,423.2241615000021,404.03688540000076,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.3125,"peru,higo,durazno,ciruela,bolivia,ecuador,cereza,limon,melon,pina,arandano,maracuya,pera,paraguay,frutilla,brasil",fruits,countries,,,,,,,,,,,,,0,7,7,7,,,,,,,,,493.0211764000014,,,,,,,,,,,,,,,,447.5090498000027,447.52163120000114,448.52181920000294,,,,,,,,,,467.7060746999996,467.719364200002,467.719364200002,467.719364200002,492.9916779000014,peru.boliva.ecuador.brasil.frutilla.,right,25.268216199998278,None,492.99690250000276,493.0211764000014,493.0211764000014,493.0211764000014,493.0211764000014,497.0389314000022,"-2
",space,4.01381510000283,None,,,,,,,,466.50651950000247,466.7192883000025,467.719364200002,467.7059917000006,,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.375,"mirar,dibujar,ensenar,construir,zorro,saltar,tortuga,leon,romper,delfin,escuchar,nadar,mono,cocinar,escribir,colibri",verbs,animals,,,,,,,,,,,,,0,8,8,3,,,,,,,,,546.0540457999996,,,,,,,,,,,,,,,,497.0394618999999,497.05302460000166,498.0388098000003,,,,,,,,,,517.239191800003,517.2524416000015,517.2524416000015,517.2524416000015,546.0244450000027,nadar.mono.cocinar.leer.leon.romper,right,28.76106129999971,None,546.0285183000015,546.0540457999996,546.0540457999996,546.0540457999996,546.0540457999996,549.2729037000026,-4,space,3.206263399999443,None,,,,,,,,516.0388455000029,516.2523698000005,517.2524416000015,517.2391377000022,498.0532020999999,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.5,"lavanda,violonchelo,ukelele,armonica,azul,oboe,rosa,bateria,arpa,marron,turquesa,lila,mandolina,violeta,amarillo,clarinete",instruments,colors,,,,,,,,,,,,,0,9,9,11,,,,,,,,,631.968262800001,,,,,,,,,,,,,,,,549.2734343000011,549.2857858000025,550.2741685000001,,,,,,,,,,569.4723212999997,569.4859784,569.4859784,569.4859784,631.9386752000028,violeta.clarinete.mandolina.lavanda,right,62.441211999997904,None,631.9427311,631.968262800001,631.968262800001,631.968262800001,631.968262800001,635.0553712000001,2 ,space,3.070558000003075,None,,,,,,,,568.2723328000029,568.4855941000023,569.4859784,569.4722306000003,,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.0625,"plancha,horno,tostadora,picadora,humidificador,microondas,estufa,freidora,extractor,deshumidificador,cortafiambres,licuadora,secador de pelo,dorado,secadora,congelador",electro,colors,,,,,,,,,,,,,0,10,10,14,,,,,,,,,678.8855576000024,,,,,,,,,,,,,,,,635.0566375000017,635.0684734999995,636.0557922000007,,,,,,,,,,655.2544395000004,655.2687169000019,655.2687169000019,655.2687169000019,678.856730200001,secador de pelo.secadora.dorado.deshumidificador.extractor.horno.plancha,right,23.572114799997507,None,678.8609708000004,678.8855576000024,678.8855576000024,678.8855576000024,678.8855576000024,681.7716098000019,6,space,2.8840705000002345,None,,,,,,,,654.0546367999996,654.2687637000017,655.2687169000019,655.2543609000022,636.0685718000022,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.0,"cocodrilo,ardilla,halcon,murcielago,koala,mono,gato,camello,oso,aguila,colibri,pingüino,ballena,perro,tortuga,cebra",animals,fruits,,,,,,,,,,,,,0,11,11,9,,,,,,,,,731.5683973000014,,,,,,,,,,,,,,,,681.7725337000011,681.7846769000025,682.7710498000015,,,,,,,,,,701.9728532000008,701.9864955000012,701.9864955000012,701.9864955000012,731.5376710000019,colibri.perro.camello,right,29.543943699998636,None,731.5419022000024,731.5683973000014,731.5683973000014,731.5683973000014,731.5683973000014,737.15438,35,space,5.578257000001031,None,,,,,,,,700.7867205000002,700.9853046000026,701.9864955000012,701.9727585,682.7851915000028,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.4375,"deshumidificador,dorado,cian,gris,cortafiambres,tostadora,refrigerador,picadora,violeta,congelador,estufa,azul,beige,lila,granate,morado",colors,electro,,,,,,,,,,,,,0,12,12,17,,,,,,,,,787.9835014000018,,,,,,,,,,,,,,,,737.1549071000009,737.1682247000026,738.153667300001,,,,,,,,,,757.3699209000006,757.3844955000022,757.3844955000022,757.3844955000022,787.953889700002,deshumidificador.cian.gris.azul.dorado.congelador,right,30.563589800000045,None,787.9580107000002,787.9835014000018,787.9835014000018,787.9835014000018,787.9835014000018,791.1049411000022,35,space,3.1088349999990896,None,,,,,,,,756.1540494000001,756.3687973000015,756.1680211000021,757.3698719000022,738.1671619000008,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.125,"fagot,arpa,oboe,violonchelo,banjo,tiburon,flauta,cocodrilo,saxofon,ukelele,violin,mandolina,guitarra,acordeon,trompeta,trombon",instruments,animals,,,,,,,,,,,,,0,13,13,6,,,,,,,,,852.4672600000013,,,,,,,,,,,,,,,,791.1056358000023,791.1170247000009,792.1036709,,,,,,,,,,811.3037715000028,811.3174865000001,811.3174865000001,811.3174865000001,852.436970900002,trompeta.trombon.ukelele.rinoceronte.fagot,right,41.113249399997585,None,852.4413206000027,852.4672600000013,852.4672600000013,852.4672600000013,852.4672600000013,856.0708277000012,70 ,space,3.586645299998054,None,,,,,,,,810.1047195000028,810.3175074999999,811.3174865000001,811.3036909000002,792.1178400999997,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.125,"egipto,volar,caminar,comer,grecia,jugar,pintar,romper,llorar,nadar,cantar,escribir,dormir,construir,viajar,dibujar",verbs,countries,,,,,,,,,,,,,0,14,14,15,,,,,,,,,894.733159200001,,,,,,,,,,,,,,,,856.0713469000002,856.0835184999996,857.0703536000001,,,,,,,,,,876.2705001000031,876.2839376000011,876.2839376000011,876.2839376000011,894.7043926000006,volar.viajar.dibujar.egipto.grecia.caminar,right,18.403046299998095,None,894.7087334999997,894.733159200001,894.733159200001,894.733159200001,894.733159200001,899.0207981000021,-1,space,4.2829664000018965,None,,,,,,,,875.0703251000014,875.2841264000017,876.2839376000011,876.2704167000011,857.0833337000004,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.1875,"venezuela,francia,bolivia,ciruela,uk,mango,colombia,brasil,sudafrica,kiwi,australia,japon,noruega,usa,argentina,canada",countries,fruits,,,,,,,,,,,,,0,15,15,1,,,,,,,,,941.3840098000001,,,,,,,,,,,,,,,,899.0214369000023,899.0339741000025,900.0211493000024,,,,,,,,,,919.2191543000008,919.2338430000018,919.2338430000018,919.2338430000018,941.3551804000017,mango.kiwi.ciruela.venezuela.francia.argentina.brasil,right,22.118581800001266,None,941.3602573000026,941.3840098000001,941.3840098000001,941.3840098000001,941.3840098000001,944.4722591000027,10 ,space,3.0733480999988387,None,,,,,,,,918.0215339999995,918.2332655000027,919.2338430000018,919.2191027000008,900.035319300001,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.25,"radiador,humidificador,cebra,camello,extractor,microondas,lavavajillas,leon,aire acondicionado,licuadora,cortafiambres,jirafa,estufa,televisor,batidora,tostadora",electro,animals,,,,,,,,,,,,,0,16,16,13,,,,,,,,,1105.8328879,,,,,,,,,,,,,,,,944.4728087000003,944.4833123000026,945.4691745000018,,,,,,,,,,964.6852163000003,964.7007268000016,964.7007268000016,964.7007268000016,1105.8036449000028,tostadora.humidificador.aire acondicionado.cebra.camello,right,141.09799589999966,None,1105.8087567000002,1105.8328879,1105.8328879,1105.8328879,1105.8328879,1108.8687941000026,31 ,space,3.0210812000004807,None,,,,,,,,963.4710790999998,963.6843757999995,963.4855898000023,964.6851649000018,945.4835598000027,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
0.375,"caminar,cocodrilo,escuchar,reir,camello,comer,cocinar,saltar,llorar,jirafa,leon,construir,nadar,gato,aprender,colibri",verbs,animals,,,,,,,,,,,,,0,17,17,12,,,,,,,,,1148.1150540000017,,,,,,,,,,,,,,,,1108.8693149000028,1108.882123000003,1109.8679394000028,,,,,,,,,,1129.070840100001,1129.0838574000009,1129.0838574000009,1129.0838574000009,1148.085389400003,aprender.colibri.camello.volar,right,18.98670409999977,None,1148.0899962000003,1148.1150540000017,1148.1150540000017,1148.1150540000017,1148.1150540000017,1166.9040148000022,168,space,18.7815617999986,None,,,,,,,,1127.8850851000025,1128.0825170999997,1126.6820671000023,1129.0707879000001,1109.8819882000025,,,,,,,,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.9044716999997,1166.9176566000024,1166.9176566000024,1168.2018217000004,space,1.2820589000002656,None,1,a,2024-09-07_02h06.19.808,FreeRecall,2024.1.5,None,2024-09-07 02h06.36.183978 -0300,
